source,relation,target
review:16n09Tn7cqS8pQrDg44gyA,hasExtract,aspect:16n09Tn7cqS8pQrDg44gyA#4
aspect:16n09Tn7cqS8pQrDg44gyA#4,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:friendly and helpful
review:16n09Tn7cqS8pQrDg44gyA,hasExtract,aspect:16n09Tn7cqS8pQrDg44gyA#5
aspect:16n09Tn7cqS8pQrDg44gyA#5,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:pricing was right for the quantity and quality
review:16n09Tn7cqS8pQrDg44gyA,hasExtract,aspect:16n09Tn7cqS8pQrDg44gyA#6
aspect:16n09Tn7cqS8pQrDg44gyA#6,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:one of the best restaurants for quality
review:16n09Tn7cqS8pQrDg44gyA,hasExtract,aspect:16n09Tn7cqS8pQrDg44gyA#7
aspect:16n09Tn7cqS8pQrDg44gyA#7,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Open hours
subcategory:Open hours,hasOpinion,opinion:only open for lunch from 11:00-2:00
user:41nlHIIkh19ENWF8X2_CRA,hasReview,review:jpxPhI5qT_lV6lXrPrr0TA
business:S3W5FolQsYjvwWTkc5yWxw,hasReview,review:jpxPhI5qT_lV6lXrPrr0TA
review:jpxPhI5qT_lV6lXrPrr0TA,hasExtract,aspect:jpxPhI5qT_lV6lXrPrr0TA#1
aspect:jpxPhI5qT_lV6lXrPrr0TA#1,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:not very attentive
review:jpxPhI5qT_lV6lXrPrr0TA,hasExtract,aspect:jpxPhI5qT_lV6lXrPrr0TA#2
aspect:jpxPhI5qT_lV6lXrPrr0TA#2,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:just ok
review:jpxPhI5qT_lV6lXrPrr0TA,hasExtract,aspect:jpxPhI5qT_lV6lXrPrr0TA#3
aspect:jpxPhI5qT_lV6lXrPrr0TA#3,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Located area
subcategory:Located area,hasOpinion,opinion:close to where I live
user:TinoXpyz8Mi6WwiNsVvTQg,hasReview,review:4d27mfhBQiR6isyiweNTew
business:8uv9atXaYI01R3Cr2Ttepw,hasReview,review:4d27mfhBQiR6isyiweNTew
review:4d27mfhBQiR6isyiweNTew,hasExtract,aspect:4d27mfhBQiR6isyiweNTew#1
aspect:4d27mfhBQiR6isyiweNTew#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:kick of the curry mixed with bright flavors
review:4d27mfhBQiR6isyiweNTew,hasExtract,aspect:4d27mfhBQiR6isyiweNTew#2
aspect:4d27mfhBQiR6isyiweNTew#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:excellent
review:4d27mfhBQiR6isyiweNTew,hasExtract,aspect:4d27mfhBQiR6isyiweNTew#3
aspect:4d27mfhBQiR6isyiweNTew#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:bursting with flavor
review:4d27mfhBQiR6isyiweNTew,hasExtract,aspect:4d27mfhBQiR6isyiweNTew#4
aspect:4d27mfhBQiR6isyiweNTew#4,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:Lovely addition to the vibrant STL food scene
user:7YWk9d6UWKCjdJU0HZTLZQ,hasReview,review:mmo2oFZZQBbw8yUjwvgEPA
business:m_kvoXITBvYDofmcKpWEmw,hasReview,review:mmo2oFZZQBbw8yUjwvgEPA
review:mmo2oFZZQBbw8yUjwvgEPA,hasExtract,aspect:mmo2oFZZQBbw8yUjwvgEPA#1
aspect:mmo2oFZZQBbw8yUjwvgEPA#1,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Places or Areas
subcategory:Places or Areas,hasDetail,detail:Bathroom
detail:Bathroom,hasOpinion,opinion:bathroom looks like a subway bathroom
review:mmo2oFZZQBbw8yUjwvgEPA,hasExtract,aspect:mmo2oFZZQBbw8yUjwvgEPA#2
aspect:mmo2oFZZQBbw8yUjwvgEPA#2,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Furniture
subcategory:Furniture,hasDetail,detail:Table
detail:Table,hasOpinion,opinion:extension cords cluster over sink and tables
review:mmo2oFZZQBbw8yUjwvgEPA,hasExtract,aspect:mmo2oFZZQBbw8yUjwvgEPA#3
aspect:mmo2oFZZQBbw8yUjwvgEPA#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Cooking Level
detail:Cooking Level,hasOpinion,opinion:hamburger wasn't cooked through
review:mmo2oFZZQBbw8yUjwvgEPA,hasExtract,aspect:mmo2oFZZQBbw8yUjwvgEPA#4
aspect:mmo2oFZZQBbw8yUjwvgEPA#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:only 10 fries
review:mmo2oFZZQBbw8yUjwvgEPA,hasExtract,aspect:mmo2oFZZQBbw8yUjwvgEPA#5
aspect:mmo2oFZZQBbw8yUjwvgEPA#5,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:good and cheap
user:URXhuvYnM0ZhS0T9oN6JvA,hasReview,review:3YbVt_AR6ZJbK_5tkcIx_w
business:KzSL2VzyT7bdHd0bhMyanw,hasReview,review:3YbVt_AR6ZJbK_5tkcIx_w
review:3YbVt_AR6ZJbK_5tkcIx_w,hasExtract,aspect:3YbVt_AR6ZJbK_5tkcIx_w#1
aspect:3YbVt_AR6ZJbK_5tkcIx_w#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:super delicious
review:3YbVt_AR6ZJbK_5tkcIx_w,hasExtract,aspect:3YbVt_AR6ZJbK_5tkcIx_w#2
aspect:3YbVt_AR6ZJbK_5tkcIx_w#2,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:saves a lot on the bill
review:3YbVt_AR6ZJbK_5tkcIx_w,hasExtract,aspect:3YbVt_AR6ZJbK_5tkcIx_w#3
aspect:3YbVt_AR6ZJbK_5tkcIx_w#3,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Menu
subcategory:Menu,hasOpinion,opinion:pre-fixe gave us three courses to make selections on
review:3YbVt_AR6ZJbK_5tkcIx_w,hasExtract,aspect:3YbVt_AR6ZJbK_5tkcIx_w#4
aspect:3YbVt_AR6ZJbK_5tkcIx_w#4,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:reasonably priced
review:3YbVt_AR6ZJbK_5tkcIx_w,hasExtract,aspect:3YbVt_AR6ZJbK_5tkcIx_w#5
aspect:3YbVt_AR6ZJbK_5tkcIx_w#5,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,"opinion:quick, but relaxed"
review:3YbVt_AR6ZJbK_5tkcIx_w,hasExtract,aspect:3YbVt_AR6ZJbK_5tkcIx_w#6
aspect:3YbVt_AR6ZJbK_5tkcIx_w#6,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Dessert
subcategory:Dessert,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:homemade dessert shots ... made it even more amazing
user:eTXLP4lfgpZqD5r5HfKZMQ,hasReview,review:dikeyPg0-SvXxACZA6PLwg
business:wJ3zqDpuxUKFtUWIVeAukg,hasReview,review:dikeyPg0-SvXxACZA6PLwg
review:dikeyPg0-SvXxACZA6PLwg,hasExtract,aspect:dikeyPg0-SvXxACZA6PLwg#1
aspect:dikeyPg0-SvXxACZA6PLwg#1,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Environment
subcategory:Environment,hasOpinion,opinion:very clean
review:dikeyPg0-SvXxACZA6PLwg,hasExtract,aspect:dikeyPg0-SvXxACZA6PLwg#2
aspect:dikeyPg0-SvXxACZA6PLwg#2,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:good service
review:dikeyPg0-SvXxACZA6PLwg,hasExtract,aspect:dikeyPg0-SvXxACZA6PLwg#3
aspect:dikeyPg0-SvXxACZA6PLwg#3,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Appearance
detail:Appearance,hasOpinion,opinion:employees uniforms clean not dirty
review:dikeyPg0-SvXxACZA6PLwg,hasExtract,aspect:dikeyPg0-SvXxACZA6PLwg#4
aspect:dikeyPg0-SvXxACZA6PLwg#4,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:service was very fast
user:nfbEw32WbAtQ7lYkffFHsQ,hasReview,review:KO5XKfLgKJ1kKOBHHoK6sA
business:8NyDM-FDoWEEeEG9XUwnbg,hasReview,review:KO5XKfLgKJ1kKOBHHoK6sA
review:KO5XKfLgKJ1kKOBHHoK6sA,hasExtract,aspect:KO5XKfLgKJ1kKOBHHoK6sA#1
aspect:KO5XKfLgKJ1kKOBHHoK6sA#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:Amazing food
review:KO5XKfLgKJ1kKOBHHoK6sA,hasExtract,aspect:KO5XKfLgKJ1kKOBHHoK6sA#2
aspect:KO5XKfLgKJ1kKOBHHoK6sA#2,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,"opinion:even better service, ask for server Keifer"
user:_5swqa5xUdLar-Q-bBZSDA,hasReview,review:Sn_CFFZkgWOnhqlxQYC34w
business:OLv_9dEcUGLq6AasZuloQw,hasReview,review:Sn_CFFZkgWOnhqlxQYC34w
review:Sn_CFFZkgWOnhqlxQYC34w,hasExtract,aspect:Sn_CFFZkgWOnhqlxQYC34w#1
aspect:Sn_CFFZkgWOnhqlxQYC34w#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:really good chicken
review:Sn_CFFZkgWOnhqlxQYC34w,hasExtract,aspect:Sn_CFFZkgWOnhqlxQYC34w#2
aspect:Sn_CFFZkgWOnhqlxQYC34w#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Ingredients
subcategory:Ingredients,hasOpinion,opinion:organic
review:Sn_CFFZkgWOnhqlxQYC34w,hasExtract,aspect:Sn_CFFZkgWOnhqlxQYC34w#3
aspect:Sn_CFFZkgWOnhqlxQYC34w#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:loved it
review:Sn_CFFZkgWOnhqlxQYC34w,hasExtract,aspect:Sn_CFFZkgWOnhqlxQYC34w#4
aspect:Sn_CFFZkgWOnhqlxQYC34w#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:really fresh tasting
review:Sn_CFFZkgWOnhqlxQYC34w,hasExtract,aspect:Sn_CFFZkgWOnhqlxQYC34w#5
aspect:Sn_CFFZkgWOnhqlxQYC34w#5,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:super nice guy
review:Sn_CFFZkgWOnhqlxQYC34w,hasExtract,aspect:Sn_CFFZkgWOnhqlxQYC34w#6
aspect:Sn_CFFZkgWOnhqlxQYC34w#6,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Experience
detail:Experience,hasOpinion,opinion:went into a nice story about quality
review:Sn_CFFZkgWOnhqlxQYC34w,hasExtract,aspect:Sn_CFFZkgWOnhqlxQYC34w#7
aspect:Sn_CFFZkgWOnhqlxQYC34w#7,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasDetail,detail:Stars given by customers
detail:Stars given by customers,hasOpinion,opinion:both kids gave 5-stars
user:iaWIKQP3cjqLpdH7fFvLFQ,hasReview,review:SmjKSb8hkYmOtOz0yaXcTQ
business:UiALq7G2d9w1S7fvZEv6TA,hasReview,review:SmjKSb8hkYmOtOz0yaXcTQ
review:SmjKSb8hkYmOtOz0yaXcTQ,hasExtract,aspect:SmjKSb8hkYmOtOz0yaXcTQ#1
aspect:SmjKSb8hkYmOtOz0yaXcTQ#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:worst Chinese food I've ever tasted
review:SmjKSb8hkYmOtOz0yaXcTQ,hasExtract,aspect:SmjKSb8hkYmOtOz0yaXcTQ#2
aspect:SmjKSb8hkYmOtOz0yaXcTQ#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:lemon chicken had no resemblance of lemon
review:SmjKSb8hkYmOtOz0yaXcTQ,hasExtract,aspect:SmjKSb8hkYmOtOz0yaXcTQ#3
aspect:SmjKSb8hkYmOtOz0yaXcTQ#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:General's chicken tasted like an unfamiliar flavor
review:SmjKSb8hkYmOtOz0yaXcTQ,hasExtract,aspect:SmjKSb8hkYmOtOz0yaXcTQ#4
aspect:SmjKSb8hkYmOtOz0yaXcTQ#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:paper wrapped chicken was OK
user:yx8wkvWdCH-eN6PHWKT7Wg,hasReview,review:vXCFj_q4-jg-UEmb97jbKw
business:wmgQllIiXcdr1sxSkJI24A,hasReview,review:vXCFj_q4-jg-UEmb97jbKw
review:vXCFj_q4-jg-UEmb97jbKw,hasExtract,aspect:vXCFj_q4-jg-UEmb97jbKw#1
aspect:vXCFj_q4-jg-UEmb97jbKw#1,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:reasonably priced
review:vXCFj_q4-jg-UEmb97jbKw,hasExtract,aspect:vXCFj_q4-jg-UEmb97jbKw#2
aspect:vXCFj_q4-jg-UEmb97jbKw#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Ingredients
subcategory:Ingredients,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:excellent fresh ingredients
review:vXCFj_q4-jg-UEmb97jbKw,hasExtract,aspect:vXCFj_q4-jg-UEmb97jbKw#3
aspect:vXCFj_q4-jg-UEmb97jbKw#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:appallingly good
review:vXCFj_q4-jg-UEmb97jbKw,hasExtract,aspect:vXCFj_q4-jg-UEmb97jbKw#4
aspect:vXCFj_q4-jg-UEmb97jbKw#4,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Seating
subcategory:Seating,hasOpinion,opinion:wish they had more seating
user:zTpvTkGCGPK8WHSo6WG8EA,hasReview,review:-LBq6ymWVY6ZF2_owiLlPA
business:fneeyCOYV5-oVeQP0TACog,hasReview,review:-LBq6ymWVY6ZF2_owiLlPA
review:-LBq6ymWVY6ZF2_owiLlPA,hasExtract,aspect:-LBq6ymWVY6ZF2_owiLlPA#1
aspect:-LBq6ymWVY6ZF2_owiLlPA#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:good
review:-LBq6ymWVY6ZF2_owiLlPA,hasExtract,aspect:-LBq6ymWVY6ZF2_owiLlPA#2
aspect:-LBq6ymWVY6ZF2_owiLlPA#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Appetizers
subcategory:Appetizers,hasOpinion,opinion:really good
review:-LBq6ymWVY6ZF2_owiLlPA,hasExtract,aspect:-LBq6ymWVY6ZF2_owiLlPA#3
aspect:-LBq6ymWVY6ZF2_owiLlPA#3,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:great and timely
review:-LBq6ymWVY6ZF2_owiLlPA,hasExtract,aspect:-LBq6ymWVY6ZF2_owiLlPA#4
aspect:-LBq6ymWVY6ZF2_owiLlPA#4,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Places or Areas
subcategory:Places or Areas,hasDetail,detail:Bar
detail:Bar,hasOpinion,opinion:a little loud
user:UFuqe1iEK-ok8IUp3er2aA,hasReview,review:hZzdMOHJBOXEun4ZYwBbYA
business:GEuzwtdp2DX9c9HyhOT9KQ,hasReview,review:hZzdMOHJBOXEun4ZYwBbYA
review:hZzdMOHJBOXEun4ZYwBbYA,hasExtract,aspect:hZzdMOHJBOXEun4ZYwBbYA#1
aspect:hZzdMOHJBOXEun4ZYwBbYA#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:didn't taste fresh
review:hZzdMOHJBOXEun4ZYwBbYA,hasExtract,aspect:hZzdMOHJBOXEun4ZYwBbYA#2
aspect:hZzdMOHJBOXEun4ZYwBbYA#2,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Outside view
subcategory:Outside view,hasOpinion,opinion:Amazing view
user:eSauGKXdew-K24NEwHwifA,hasReview,review:0nV7dR5RhkuLRX7hkXkOnw
business:i719LGyergZyNfi4kfqskA,hasReview,review:0nV7dR5RhkuLRX7hkXkOnw
review:0nV7dR5RhkuLRX7hkXkOnw,hasExtract,aspect:0nV7dR5RhkuLRX7hkXkOnw#1
aspect:0nV7dR5RhkuLRX7hkXkOnw#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:Chilean Seabass over a bed of risotto was one of the best
review:0nV7dR5RhkuLRX7hkXkOnw,hasExtract,aspect:0nV7dR5RhkuLRX7hkXkOnw#2
aspect:0nV7dR5RhkuLRX7hkXkOnw#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:drunken shrimp was to die for
review:0nV7dR5RhkuLRX7hkXkOnw,hasExtract,aspect:0nV7dR5RhkuLRX7hkXkOnw#3
aspect:0nV7dR5RhkuLRX7hkXkOnw#3,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:One of the best restaurants I have ever been to! Highly highly recommend this place
user:2bRW2OcCdGwVpHfcd8s7SA,hasReview,review:TMG_gMXTI1nNpwN7qWbNMg
business:S1ItVIbwg_czRTi5c3Yx4A,hasReview,review:TMG_gMXTI1nNpwN7qWbNMg
review:TMG_gMXTI1nNpwN7qWbNMg,hasExtract,aspect:TMG_gMXTI1nNpwN7qWbNMg#1
aspect:TMG_gMXTI1nNpwN7qWbNMg#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:delicious
review:TMG_gMXTI1nNpwN7qWbNMg,hasExtract,aspect:TMG_gMXTI1nNpwN7qWbNMg#2
aspect:TMG_gMXTI1nNpwN7qWbNMg#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Appetizers
subcategory:Appetizers,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:great guacamole
review:TMG_gMXTI1nNpwN7qWbNMg,hasExtract,aspect:TMG_gMXTI1nNpwN7qWbNMg#3
aspect:TMG_gMXTI1nNpwN7qWbNMg#3,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:owner is wonderful
user:VbJHIPaHYu-ikZG1TnD7nw,hasReview,review:RQV_M_IJ-FvSvWtqUU8bbA
business:lEi0T3m96A2NXXDSn7569A,hasReview,review:RQV_M_IJ-FvSvWtqUU8bbA
review:RQV_M_IJ-FvSvWtqUU8bbA,hasExtract,aspect:RQV_M_IJ-FvSvWtqUU8bbA#1
aspect:RQV_M_IJ-FvSvWtqUU8bbA#1,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Parking
subcategory:Parking,hasOpinion,opinion:parking can be tough
review:RQV_M_IJ-FvSvWtqUU8bbA,hasExtract,aspect:RQV_M_IJ-FvSvWtqUU8bbA#2
aspect:RQV_M_IJ-FvSvWtqUU8bbA#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:higher quality
review:RQV_M_IJ-FvSvWtqUU8bbA,hasExtract,aspect:RQV_M_IJ-FvSvWtqUU8bbA#3
aspect:RQV_M_IJ-FvSvWtqUU8bbA#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Size
detail:Size,hasOpinion,opinion:less quantity
review:RQV_M_IJ-FvSvWtqUU8bbA,hasExtract,aspect:RQV_M_IJ-FvSvWtqUU8bbA#4
aspect:RQV_M_IJ-FvSvWtqUU8bbA#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:tasty food
review:RQV_M_IJ-FvSvWtqUU8bbA,hasExtract,aspect:RQV_M_IJ-FvSvWtqUU8bbA#5
aspect:RQV_M_IJ-FvSvWtqUU8bbA#5,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Drink
subcategory:Drink,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:yummy drinks
review:RQV_M_IJ-FvSvWtqUU8bbA,hasExtract,aspect:RQV_M_IJ-FvSvWtqUU8bbA#6
aspect:RQV_M_IJ-FvSvWtqUU8bbA#6,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Outside view
subcategory:Outside view,hasOpinion,opinion:right outside the door
user:FGeyO9pX0aj1ZSHVU4iu2Q,hasReview,review:KLzuF3YthBUgvtH61Y8jTQ
business:3lsE-1hRI526KHKbeytPcg,hasReview,review:KLzuF3YthBUgvtH61Y8jTQ
review:KLzuF3YthBUgvtH61Y8jTQ,hasExtract,aspect:KLzuF3YthBUgvtH61Y8jTQ#1
aspect:KLzuF3YthBUgvtH61Y8jTQ#1,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Availability
detail:Availability,hasOpinion,opinion:no one was even working there after the counter person left
review:KLzuF3YthBUgvtH61Y8jTQ,hasExtract,aspect:KLzuF3YthBUgvtH61Y8jTQ#2
aspect:KLzuF3YthBUgvtH61Y8jTQ#2,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:stone-faced muslim woman staring blankly behind the counter
user:7NUDGW8Jps_TQq0_89KP3A,hasReview,review:73TR6-kbdBGy0RUGqlGkjQ
business:NHb6QTrJOnyIj-Zd0fYzFg,hasReview,review:73TR6-kbdBGy0RUGqlGkjQ
review:73TR6-kbdBGy0RUGqlGkjQ,hasExtract,aspect:73TR6-kbdBGy0RUGqlGkjQ#1
aspect:73TR6-kbdBGy0RUGqlGkjQ#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:Yummy
user:IQC1mOmp2LPYjbQDOwB-zw,hasReview,review:ejBRsy8OzOP7nuAsZP4vFw
business:g58J50yqKPpn0B1wn5o22A,hasReview,review:ejBRsy8OzOP7nuAsZP4vFw
review:ejBRsy8OzOP7nuAsZP4vFw,hasExtract,aspect:ejBRsy8OzOP7nuAsZP4vFw#1
aspect:ejBRsy8OzOP7nuAsZP4vFw#1,hasCategory,category:Ambiance
category:Ambiance,hasSubcategory,subcategory:Places or Areas
subcategory:Places or Areas,hasDetail,detail:Smoking Area
detail:Smoking Area,hasOpinion,opinion:disgusting
review:ejBRsy8OzOP7nuAsZP4vFw,hasExtract,aspect:ejBRsy8OzOP7nuAsZP4vFw#2
aspect:ejBRsy8OzOP7nuAsZP4vFw#2,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Staffs
subcategory:Staffs,hasDetail,detail:Behaviour
detail:Behaviour,hasOpinion,opinion:awful
review:ejBRsy8OzOP7nuAsZP4vFw,hasExtract,aspect:ejBRsy8OzOP7nuAsZP4vFw#3
aspect:ejBRsy8OzOP7nuAsZP4vFw#3,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:good wawa
user:3G9zwCpr-pxQhO2D8-wvxQ,hasReview,review:2sRzCKUzHm7Ke2CB59g5DA
business:4lT3LIMRWCDrpxsjHWscIA,hasReview,review:2sRzCKUzHm7Ke2CB59g5DA
review:2sRzCKUzHm7Ke2CB59g5DA,hasExtract,aspect:2sRzCKUzHm7Ke2CB59g5DA#1
aspect:2sRzCKUzHm7Ke2CB59g5DA#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:were good
user:NY6JHP1oFO1IpA2ehqOMDQ,hasReview,review:uVnmt4nMO9KMvRksKDVD3A
business:D_Jl1rJ2LgxGKL8uXTGGsw,hasReview,review:uVnmt4nMO9KMvRksKDVD3A
review:uVnmt4nMO9KMvRksKDVD3A,hasExtract,aspect:uVnmt4nMO9KMvRksKDVD3A#1
aspect:uVnmt4nMO9KMvRksKDVD3A#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:Not quite real philly style
review:uVnmt4nMO9KMvRksKDVD3A,hasExtract,aspect:uVnmt4nMO9KMvRksKDVD3A#2
aspect:uVnmt4nMO9KMvRksKDVD3A#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Cooking Level
detail:Cooking Level,hasOpinion,opinion:cheese steak was thrown in a microwave
user:cMVqaehdc5ZmcTP8BWPrSg,hasReview,review:93O3sxWXJIw9OE8W-jDBww
